file_path,emotion,actor
audio/datasets/audio_speech_actors_01-24\Actor_05\03-01-08-02-01-02-05.wav,8,5
audio/datasets/audio_speech_actors_01-24\Actor_05\03-01-08-02-02-01-05.wav,8,5
audio/datasets/audio_speech_actors_01-24\Actor_05\03-01-08-02-02-02-05.wav,8,5
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-01-01-01-01-06.wav,1,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-01-01-01-02-06.wav,1,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-01-01-02-01-06.wav,1,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,1,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-01-01-01-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-01-01-02-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-01-02-01-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-01-02-02-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-02-01-01-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-02-01-02-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-02-02-01-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-02-02-02-02-06.wav,2,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-01-01-01-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-01-01-02-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-01-02-01-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-01-02-02-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-02-01-01-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-02-01-02-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-02-02-01-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-03-02-02-02-06.wav,3,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-01-01-01-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-01-01-02-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-01-02-01-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-01-02-02-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-02-01-01-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-02-01-02-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-02-02-01-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-04-02-02-02-06.wav,4,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-01-01-01-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-01-01-02-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-01-02-01-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-01-02-02-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-02-01-01-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-02-01-02-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-02-02-01-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-05-02-02-02-06.wav,5,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-01-01-01-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-01-01-02-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-01-02-01-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-01-02-02-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-02-01-01-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-02-01-02-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-02-02-01-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-06-02-02-02-06.wav,6,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-01-01-01-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-01-01-02-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-01-02-01-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-02-01-01-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-02-01-02-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-02-02-01-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-07-02-02-02-06.wav,7,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-01-01-01-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-01-01-02-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-01-02-01-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-01-02-02-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-02-01-01-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-02-01-02-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-02-02-01-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_06\03-01-08-02-02-02-06.wav,8,6
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-01-01-01-01-07.wav,1,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,1,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-01-01-02-01-07.wav,1,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-01-01-02-02-07.wav,1,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-01-01-01-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-01-01-02-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-01-02-01-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-01-02-02-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-02-01-01-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-02-01-02-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-02-02-01-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-02-02-02-02-07.wav,2,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-01-01-01-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-01-01-02-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-01-02-01-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-01-02-02-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-02-02-01-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-03-02-02-02-07.wav,3,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-01-01-01-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-01-01-02-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-01-02-01-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-01-02-02-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-02-01-01-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-02-01-02-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-02-02-01-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-04-02-02-02-07.wav,4,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-01-01-01-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-01-01-02-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-01-02-01-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-01-02-02-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-02-01-02-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-05-02-02-02-07.wav,5,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-01-01-01-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-01-01-02-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-01-02-02-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-02-01-01-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-02-01-02-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-02-02-01-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-06-02-02-02-07.wav,6,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-01-01-01-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-01-01-02-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-01-02-01-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-01-02-02-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-02-01-01-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-02-01-02-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-02-02-01-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-07-02-02-02-07.wav,7,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-01-01-01-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-01-01-02-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-01-02-01-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-01-02-02-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-02-01-01-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-02-01-02-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-02-02-01-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_07\03-01-08-02-02-02-07.wav,8,7
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-01-01-01-01-08.wav,1,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-01-01-01-02-08.wav,1,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-01-01-02-01-08.wav,1,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-01-01-02-02-08.wav,1,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-01-01-01-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-01-01-02-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-01-02-01-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-01-02-02-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-02-01-01-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-02-01-02-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-02-02-01-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-02-02-02-02-08.wav,2,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-01-01-01-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-01-01-02-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-01-02-01-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-01-02-02-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-02-01-01-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-02-01-02-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-02-02-01-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-03-02-02-02-08.wav,3,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-01-01-01-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-01-01-02-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-01-02-01-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-01-02-02-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-02-01-01-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-02-01-02-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-02-02-01-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-04-02-02-02-08.wav,4,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-01-01-01-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-01-01-02-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-01-02-01-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-01-02-02-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-02-01-01-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-02-01-02-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-02-02-01-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-05-02-02-02-08.wav,5,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-01-01-01-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-01-01-02-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-01-02-01-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-01-02-02-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-02-01-01-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-02-01-02-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-02-02-01-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-06-02-02-02-08.wav,6,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-01-01-01-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-01-01-02-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-01-02-01-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-01-02-02-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-02-01-01-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-02-01-02-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-02-02-01-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-07-02-02-02-08.wav,7,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-01-01-01-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-01-01-02-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-01-02-01-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-01-02-02-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-02-01-01-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-02-01-02-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-02-02-01-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_08\03-01-08-02-02-02-08.wav,8,8
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-01-01-01-01-09.wav,1,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-01-01-01-02-09.wav,1,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-01-01-02-01-09.wav,1,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-01-01-02-02-09.wav,1,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-01-01-01-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-01-01-02-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-01-02-01-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-01-02-02-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-02-01-01-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-02-01-02-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-02-02-01-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-02-02-02-02-09.wav,2,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-01-01-01-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-01-01-02-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-01-02-01-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-01-02-02-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-02-01-01-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-02-01-02-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-02-02-01-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-03-02-02-02-09.wav,3,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-01-01-01-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-01-01-02-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-01-02-01-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-01-02-02-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-02-01-01-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-02-01-02-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-02-02-01-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-04-02-02-02-09.wav,4,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-01-01-01-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-01-01-02-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-01-02-01-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-01-02-02-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-02-01-01-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-02-01-02-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-02-02-01-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-05-02-02-02-09.wav,5,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-01-01-01-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-01-01-02-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-01-02-01-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-01-02-02-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-02-01-01-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-02-01-02-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-02-02-01-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-06-02-02-02-09.wav,6,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-01-01-01-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-01-01-02-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-01-02-01-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-01-02-02-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-02-01-01-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-02-01-02-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-02-02-01-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-07-02-02-02-09.wav,7,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-01-01-01-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-01-01-02-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-01-02-01-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-01-02-02-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-02-01-01-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-02-01-02-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-02-02-01-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_09\03-01-08-02-02-02-09.wav,8,9
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-01-01-01-01-10.wav,1,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-01-01-01-02-10.wav,1,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-01-01-02-01-10.wav,1,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-01-01-02-02-10.wav,1,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-01-01-01-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-01-01-02-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-01-02-01-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-01-02-02-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-02-01-01-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-02-01-02-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-02-02-01-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-02-02-02-02-10.wav,2,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-01-01-01-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-01-01-02-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-01-02-01-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-01-02-02-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-02-01-01-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-02-01-02-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-02-02-01-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-03-02-02-02-10.wav,3,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-01-01-01-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-01-01-02-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-01-02-01-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-01-02-02-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-02-01-01-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-02-01-02-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-02-02-01-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-04-02-02-02-10.wav,4,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-01-01-01-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-01-01-02-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-01-02-01-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-01-02-02-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-02-01-01-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-02-01-02-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-02-02-01-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-05-02-02-02-10.wav,5,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-01-01-01-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-01-01-02-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-01-02-01-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-01-02-02-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-02-01-01-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-02-01-02-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-02-02-01-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-06-02-02-02-10.wav,6,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-01-01-01-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-01-01-02-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-01-02-01-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-01-02-02-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-02-01-01-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-02-01-02-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-02-02-01-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-07-02-02-02-10.wav,7,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-01-01-01-10.wav,8,10
audio/datasets/audio_speech_actors_01-24\Actor_10\03-01-08-01-01-02-10.wav,8,10
